"gene" "label"
"CXCL9" "None"
"CXCL10" "None"
"CXCL11" "None"
"NUP54" "gd_T_2"
"SCARB2" "Mac"
"FAM47E" "None"
"STBD1" "None"
"CCDC158" "None"
"SHROOM3" "None"
"SOWAHB" "None"
"SEPT11" "Stellate"
"CCNI" "any_T_cell"
"CCNG2" "None"
"RP11-625I7.1" "None"
"CXCL13" "PortalHep2"
"CNOT6L" "None"
"MRPL1" "CentralHep"
"FRAS1" "None"
"ANXA3" "None"
"LINC01094" "None"
"RP11-109G23.3" "None"
"BMP2K" "None"
"PAQR3" "None"
"LINC01088" "None"
"ANTXR2" "None"
"PRDM8" "None"
"RASGEF1B" "LSECs"
"RP11-689K5.3" "None"
"RP11-127B20.2" "None"
"HNRNPD" "gd_T_2"
"RP11-127B20.3" "None"
"HNRNPDL" "gd_T_2"
"ENOPH1" "any_T_cell"
"TMEM150C" "None"
"SCD5" "None"
"SEC31A" "None"
"THAP9-AS1" "None"
"THAP9" "None"
"LIN54" "None"
"COPS4" "any_T_cell"
"PLAC8" "None"
"RP11-576N17.5" "None"
"COQ2" "None"
"HPSE" "None"
"HELQ" "None"
"MRPS18C" "CentralHep"
"FAM175A" "None"
"GPAT3" "None"
"CDS1" "None"
"WDFY3" "None"
"ARHGAP24" "B_cells"
"MAPK10" "None"
"PTPN13" "None"
"C4orf36" "None"
"AFF1" "None"
"KLHL8" "None"
"HSD17B13" "Hep"
"HSD17B11" "None"
"NUDT9" "None"
"SPARCL1" "PeriLSECs"
"SPP1" "Cholan"
"PKD2" "None"
"ABCG2" "None"
"PPM1K" "B_cells"
"HERC6" "None"
"HERC5" "None"
"PYURF" "None"
"HERC3" "None"
"NAP1L5" "None"
"FAM13A-AS1" "None"
"FAM13A" "CentralHep"
"TIGD2" "None"
"RP11-84C13.2" "None"
"GPRIN3" "None"
"SNCA" "Erythroid"
"MMRN1" "None"
"CCSER1" "None"
"SMARCAD1" "None"
"HPGDS" "None"
"PDLIM5" "None"
"BMPR1B" "None"
"UNC5C" "None"
"RP11-710C12.1" "None"
"RP11-145G20.1" "None"
"STPG2" "None"
"RP11-323J4.1" "None"
"RAP1GDS1" "None"
"TSPAN5" "None"
"RP11-1299A16.3" "None"
"EIF4E" "None"
"METAP1" "None"
"RP11-571L19.8" "None"
"ADH5" "Hep"
"RP11-696N14.1" "None"
"ADH4" "Hep"
"ADH6" "Hep"
"ADH1A" "Hep"
"ADH1B" "Hep"
"ADH1C" "Hep"
"ADH7" "None"
"TRMT10A" "None"
"MTTP" "Hep"
"DAPP1" "None"
"LAMTOR3" "None"
"DNAJB14" "None"
"H2AFZ" "gd_T_2"
"EMCN" "None"
"PPP3CA" "None"
"FLJ20021" "None"
"BANK1" "B_cells"
"SLC39A8" "None"
"RP11-499E18.1" "None"
"AF213884.2" "None"
"NFKB1" "None"
"MANBA" "None"
"UBE2D3" "any_T_cell"
"RP11-10L12.4" "None"
"CISD2" "None"
"SLC9B1" "None"
"SLC9B2" "None"
"BDH2" "None"
"CENPE" "gd_T_2"
"RP11-328K4.1" "PortHep"
"CXXC4" "None"
"RP11-556I14.1" "None"
"AC004069.2" "None"
"TET2" "None"
"PPA2" "PortHep"
"ARHGEF38" "None"
"INTS12" "None"
"GSTCD" "None"
"NPNT" "None"
"RP11-710F7.3" "None"
"TBCK" "None"
"AIMP1" "None"
"DKK2" "None"
"PAPSS1" "Cholan"
"SGMS2" "None"
"RP11-286E11.1" "PortHep"
"CYP2U1" "None"
"RP11-286E11.2" "None"
"HADH" "Hep"
"LEF1" "None"
"RPL34-AS1" "None"
"RPL34" "None"
"OSTC" "None"
"ETNPPL" "PortHep"
"COL25A1" "None"
"SEC24B-AS1" "None"
"SEC24B" "None"
"CCDC109B" "gd_T_2"
"CASP6" "None"
"AC004067.5" "None"
"PLA2G12A" "Hep"
"CFI" "Hep"
"RP11-602N24.3" "None"
"GAR1" "None"
"ELOVL6" "PortHep"
"ENPEP" "PortHep"
"C4orf32" "None"
"RP11-73K9.2" "None"
"AP1AR" "None"
"RP11-73K9.3" "None"
"TIFA" "None"
"ALPK1" "None"
"ZGRF1" "None"
"LARP7" "None"
"ANK2" "None"
"CAMK2D" "None"
"ARSJ" "None"
"UGT8" "None"
"NDST3" "NonInfl_Mac"
"SNHG8" "None"
"PRSS12" "None"
"RP11-384K6.8" "None"
"METTL14" "None"
"SEC24D" "None"
"SYNPO2" "Stellate"
"USP53" "Stellate"
"C4orf3" "None"
"PDE5A" "None"
"MAD2L1" "gd_T_2"
"RP11-679C8.2" "None"
"PRDM5" "None"
"NDNF" "None"
"TNIP3" "None"
"QRFPR" "None"
"ANXA5" "Mac"
"EXOSC9" "None"
"CCNA2" "gd_T_2"
"BBS7" "None"
"KIAA1109" "None"
"IL2" "None"
"BBS12" "None"
"FGF2" "None"
"RP11-170N16.3" "None"
"NUDT6" "None"
"SPATA5" "None"
"SPRY1" "LSECs"
"LINC01091" "None"
"ANKRD50" "Portal_Endo"
"FAT4" "None"
"INTU" "None"
"HSPA4L" "None"
"PLK4" "gd_T_2"
"MFSD8" "None"
"ABHD18" "PortHep"
"LARP1B" "Hep"
"PGRMC2" "PortHep"
"RP11-420A23.1" "None"
"RP11-184M15.2" "None"
"JADRR" "None"
"JADE1" "any_T_cell"
"SCLT1" "None"
"C4orf33" "None"
"PABPC4L" "None"
"RP11-553P9.2" "None"
"PCDH18" "Stellate"
"RP11-714L20.1" "None"
"RP13-884E18.2" "None"
"SLC7A11" "None"
"NOCT" "None"
"ELF2" "None"
"MGARP" "None"
"NDUFC1" "CentralHep"
"NAA15" "None"
"RP11-83A24.2" "None"
"RAB33B" "None"
"SETD7" "None"
"RP11-342I1.2" "None"
"MGST2" "CentralHep"
"MAML3" "None"
"SCOC" "None"
"SCOC-AS1" "None"
"CLGN" "PortalHep2"
"ELMOD2" "None"
"TBC1D9" "None"
"RP11-102N12.3" "None"
"RNF150" "Stellate"
"ZNF330" "None"
"RP11-362F19.1" "None"
"RP11-362F19.3" "None"
"IL15" "None"
"INPP4B" "None"
"RP11-223C24.1" "None"
"RP11-284M14.1" "None"
"USP38" "None"
"GAB1" "None"
"SMARCA5" "None"
"SMARCA5-AS1" "None"
"GYPE" "Erythroid"
"RP11-673E1.1" "None"
"GYPB" "Erythroid"
"GYPA" "Erythroid"
"HHIP-AS1" "None"
"HHIP" "Stellate"
"ANAPC10" "None"
"ABCE1" "None"
"OTUD4" "None"
"RP11-142A22.4" "None"
"SMAD1" "None"
"MMAA" "None"
"ZNF827" "None"
"LSM6" "None"
"SLC10A7" "None"
"TMEM184C" "None"
"PRMT9" "None"
"ARHGAP10" "None"
"NR3C2" "None"
"DCLK2" "None"
"LRBA" "None"
"MAB21L2" "Cholan"
"RPS3A" "any_B_cell"
"SH3D19" "None"
"RP11-372K14.2" "None"
"FAM160A1" "None"
"RP11-164P12.4" "None"
"GATB" "None"
"RP11-18H21.1" "None"
"FBXW7" "Anti_B"
"DKFZP434I0714" "None"
"TMEM154" "None"
"RP11-768B22.2" "None"
"ARFIP1" "None"
"TIGD4" "None"
"FHDC1" "Erythroid"
"TRIM2" "None"
"MND1" "gd_T_2"
"KIAA0922" "None"
"TLR2" "Mac"
"RNF175" "None"
"PLRG1" "None"
"FGB" "Hep"
"FGA" "Hep"
"FGG" "PortHep"
"LRAT" "None"
"RBM46" "None"
"MAP9" "None"
"GUCY1A3" "None"
"GUCY1B3" "None"
"TDO2" "Hep"
"CTSO" "PortHep"
"PDGFC" "None"
"GLRB" "None"
"FAM198B" "None"
"RP11-597D13.9" "None"
"TMEM144" "None"
"C4orf46" "gd_T_2"
"ETFDH" "None"
"PPID" "None"
"FNIP2" "LSECs"
"RAPGEF2" "None"
"FSTL5" "None"
"NAF1" "None"
"NPY1R" "LSECs"
"NPY5R" "None"
"TMA16" "None"
"MARCH1" "None"
"RP11-218F10.3" "None"
"LINC01207" "None"
"TRIM61" "None"
"TRIM60" "None"
"TMEM192" "None"
"KLHL2" "None"
"MSMO1" "PortHep"
"CPE" "None"
"TLL1" "Portal_Endo"
"ANXA10" "Hep"
"DDX60" "None"
"DDX60L" "None"
"PALLD" "Stellate"
"CBR4" "None"
"SH3RF1" "Cholan"
"NEK1" "None"
"CLCN3" "None"
"C4orf27" "None"
"RP11-205M3.3" "None"
"MFAP3L" "None"
"AADAT" "None"
"LINC01612" "None"
"GALNTL6" "None"
"RP11-10K16.1" "None"
"GALNT7" "None"
"HMGB2" "gd_T_2"
"RP11-798M19.6" "None"
"SAP30" "None"
"SCRG1" "None"
"HAND2" "Stellate"
"HAND2-AS1" "Stellate"
"FBXO8" "None"
"CEP44" "None"
"HPGD" "PortHep"
"RP11-440I14.2" "None"
"RP11-440I14.3" "None"
"GPM6A" "None"
"WDR17" "None"
"SPCS3" "Anti_B"
"RP11-313E19.2" "None"
"VEGFC" "None"
"NEIL3" "None"
"AGA" "None"
"RP11-130F10.1" "None"
"TENM3" "None"
"RP11-188P17.2" "None"
"DCTD" "None"
"WWC2-AS2" "None"
"WWC2" "PortHep"
"CDKN2AIP" "None"
"RP11-367N14.2" "None"
"ING2" "None"
"RWDD4" "None"
"TRAPPC11" "None"
"STOX2" "None"
"ENPP6" "None"
"RP11-290F5.2" "None"
"RP11-290F5.1" "None"
"IRF2" "None"
"RP11-326I11.3" "None"
"RP11-326I11.4" "None"
"RP11-242J7.1" "None"
"CASP3" "None"
"PRIMPOL" "None"
"CENPU" "gd_T_2"
"ACSL1" "Hep"
"RP11-701P16.2" "None"
"MIR3945HG" "None"
"LINC01093" "None"
"SLC25A4" "None"
"CFAP97" "None"
"SNX25" "None"
"LRP2BP" "None"
"ANKRD37" "None"
"UFSP2" "None"
"C4orf47" "None"
"CCDC110" "None"
"RP11-279O9.4" "None"
"PDLIM3" "None"
"SORBS2" "None"
"RP11-301L8.2" "None"
"TLR3" "None"
"FAM149A" "None"
"CYP4V2" "None"
"KLKB1" "Hep"
"F11" "PortHep"
"FAT1" "None"
"AF146191.4" "None"
"FRG1" "None"
"CCDC127" "None"
"SDHA" "PortHep"
"PDCD6" "None"
"AHRR" "None"
"EXOC3-AS1" "None"
"EXOC3" "None"
"PP7080" "None"
"CEP72" "None"
"TPPP" "None"
"CTD-2589H19.6" "None"
"ZDHHC11B" "None"
"ZDHHC11" "None"
"BRD9" "None"
"TRIP13" "any_T_cell"
"RP11-43F13.3" "None"
"NKD2" "None"
"SLC12A7" "None"
"CTD-3080P12.3" "None"
"SLC6A19" "Cholan"
"TERT" "None"
"CLPTM1L" "None"
"LPCAT1" "None"
"CTD-2012J19.3" "None"
"MRPL36" "None"
"NDUFS6" "None"
"LSINCT5" "None"
"ICE1" "None"
"MED10" "None"
"UBE2QL1" "None"
"LINC01018" "None"
"NSUN2" "None"
"SRD5A1" "Hep"
"PAPD7" "None"
"ADCY2" "None"
"C5orf49" "None"
"MTRR" "None"
"FASTKD3" "None"
"MIR4458HG" "None"
"SEMA5A" "None"
"SNHG18" "Stellate"
"CTD-2199O4.1" "None"
"CTD-2199O4.6" "None"
"FAM173B" "None"
"CTD-2256P15.1" "None"
"CCT5" "None"
"CTD-2256P15.4" "None"
"CTD-2256P15.5" "None"
"CMBL" "CentralHep"
"CTD-2256P15.2" "None"
"MARCH6" "None"
"ROPN1L" "None"
"LINC01513" "None"
"ANKRD33B" "None"
"DAP" "PortHep"
"CTD-2154B17.4" "None"
"CTNND2" "Cholan"
"DNAH5" "None"
"TRIO" "None"
"AC016549.1" "None"
"FAM105A" "None"
"CTD-2165H16.4" "None"
"OTULIN" "None"
"ANKH" "Mac"
"CTB-40H15.4" "None"
"FBXL7" "None"
"ZNF622" "None"
"FAM134B" "None"
"MYO10" "LSECs"
"BASP1" "NonInfl_Mac"
"CTD-2139B15.2" "None"
"RP11-321E2.3" "None"
"CDH18" "None"
"RP11-774D14.1" "None"
"RP11-374A4.1" "None"
"C5orf17" "None"
"CDH6" "Cholan"
"DROSHA" "None"
"C5orf22" "None"
"PDZD2" "None"
"CTD-2152M20.2" "None"
"GOLPH3" "None"
"CTD-2186M15.3" "None"
"MTMR12" "None"
"ZFR" "None"
"SUB1" "any_B_cell"
"NPR3" "None"
"CTD-2203K17.1" "None"
"TARS" "None"
"ADAMTS12" "None"
"AMACR" "None"
"C1QTNF3-AMACR" "None"
"C1QTNF3" "None"
"CTD-2024P10.2" "None"
"RAI14" "None"
"CTD-2517O10.6" "None"
"RAD1" "gd_T_2"
"BRIX1" "any_T_cell"
"DNAJC21" "None"
"AGXT2" "PortHep"
"PRLR" "None"
"SPEF2" "None"
"IL7R" "any_T_cell"
"UGT3A1" "None"
"UGT3A2" "None"
"LMBRD2" "None"
"SKP2" "gd_T_2"
"NADK2" "Hep"
"RANBP3L" "None"
"SLC1A3" "Mac"
"CTD-2353F22.1" "None"
"NIPBL" "None"
"C5orf42" "None"
"NUP155" "None"
"WDR70" "None"
"GDNF" "None"
"EGFLAM" "None"
"CTD-2263F21.1" "None"
"LIFR" "None"
"LIFR-AS1" "None"
"LINC01265" "None"
"OSMR-AS1" "None"
"OSMR" "None"
"RICTOR" "any_T_cell"
"FYB" "None"
"C9" "Hep"
"DAB2" "LSECs"
"CTD-2078B5.2" "None"
"PTGER4" "None"
"TTC33" "None"
"PRKAA1" "PortHep"
"RPL37" "any_B_cell"
"CARD6" "None"
"C7" "None"
"MROH2B" "None"
"C6" "None"
"PLCXD3" "Portal_Endo"
"OXCT1" "None"
"C5orf51" "None"
"FBXO4" "None"
"GHR" "Hep"
"CCDC152" "None"
"SEPP1" "None"
"CTD-2201E18.5" "None"
"CTD-2035E11.3" "None"
"CTD-2035E11.4" "None"
"ANXA2R" "any_T_cell"
"AC025171.1" "None"
"CTD-2035E11.5" "None"
"ZNF131" "None"
"NIM1K" "None"
"CTD-2636A23.2" "None"
"HMGCS1" "PortHep"
"CCL28" "Cholan"
"C5orf28" "None"
"C5orf34" "None"
"RP11-159F24.5" "None"
"PAIP1" "None"
"NNT-AS1" "None"
"NNT" "Hep"
"FGF10" "None"
"RP11-53O19.1" "None"
"MRPS30" "None"
"RP11-53O19.3" "None"
"EMB" "any_T_cell"
"PARP8" "None"
"ITGA1" "None"
"PELO" "None"
"ITGA2" "None"
"CTD-2366F13.2" "None"
"MOCS2" "Hep"
"CTD-2366F13.1" "None"
"FST" "None"
"NDUFS4" "None"
"CTD-2081C10.7" "None"
"ARL15" "PeriLSECs"
"SNX18" "NonInfl_Mac"
"ESM1" "None"
"GZMK" "None"
"GZMA" "None"
"CDC20B" "None"
"GPX8" "Stellate"
"CCNO" "None"
"RP11-506H20.1" "None"
"DHX29" "None"
"SKIV2L2" "None"
"PLPP1" "None"
"SLC38A9" "None"
"IL6ST" "LSECs"
"CTD-2031P19.5" "None"
"FLJ31104" "None"
"ANKRD55" "CV_LSECs"
"MAP3K1" "None"
"SETD9" "None"
"MIER3" "None"
"CTD-2310F14.1" "None"
"GPBP1" "any_T_cell"
"CTD-2037L6.2" "None"
"PLK2" "None"
"GAPT" "None"
"RAB3C" "Portal_Endo"
"PDE4D" "None"
"PART1" "None"
"DEPDC1B" "gd_T_2"
"ELOVL7" "None"
"RP11-231G3.1" "None"
"ERCC8" "None"
"NDUFAF2" "None"
"SMIM15" "None"
"ZSWIM6" "None"
"KIF2A" "any_T_cell"
"DIMT1" "None"
"IPO11" "None"
"LRRC70" "None"
"RNF180" "None"
"RGS7BP" "None"
"SREK1IP1" "None"
"CWC27" "None"
"RP11-307L14.1" "None"
"RP11-307L14.2" "None"
"ADAMTS6" "None"
"CTD-2116N20.1" "None"
"CENPK" "gd_T_2"
"PPWD1" "None"
"TRIM23" "None"
"TRAPPC13" "None"
"CTC-534A2.2" "None"
"SGTB" "None"
"NLN" "PortHep"
"CTD-2033C11.1" "None"
"ERBB2IP" "None"
"SREK1" "None"
"MAST4" "None"
"MAST4-AS1" "None"
"CD180" "None"
"RP11-434D9.1" "Hep"
"RP11-83M16.5" "None"
"PIK3R1" "None"
"CTC-537E7.3" "None"
"CTC-537E7.2" "None"
"RP11-141O11.2" "None"
"CTC-498J12.1" "None"
"SLC30A5" "None"
"CCNB1" "gd_T_2"
"CENPH" "gd_T_2"
"MRPS36" "Hep"
"CDK7" "None"
"CCDC125" "None"
"AK6" "None"
"TAF9" "None"
"RAD17" "None"
"MARVELD2" "None"
"OCLN" "None"
"GTF2H2C" "None"
"SERF1B" "None"
"SMN2" "None"
"RP11-497H16.9" "None"
"SERF1A" "None"
"SMN1" "None"
"NAIP" "Mac"
"GTF2H2" "None"
"RP11-136K7.2" "None"
"BDP1" "None"
"MCCC2" "Hep"
"MAP1B" "Stellate"
"MRPS27" "None"
"PTCD2" "None"
"ZNF366" "None"
"TNPO1" "None"
"CTD-2376I4.1" "None"
"CTD-2376I4.2" "None"
"FCHO2" "None"
"TMEM171" "Cholan"
"FOXD1" "None"
"RP11-79P5.9" "None"
"BTF3" "None"
"ANKRA2" "None"
"UTP15" "None"
"ARHGEF28" "None"
"ENC1" "None"
"HEXB" "None"
"GFM2" "PortHep"
"NSA2" "None"
"FAM169A" "None"
"CTD-2377O17.1" "None"
"GCNT4" "None"
"ANKRD31" "None"
"CTD-2235C13.2" "None"
"HMGCR" "PortHep"
"CTD-2235C13.3" "None"
"COL4A3BP" "None"
"POLK" "None"
"CTC-366B18.2" "None"
"CTC-366B18.4" "None"
"ANKDD1B" "None"
"POC5" "None"
"SV2C" "None"
"AC113404.1" "None"
"IQGAP2" "Hep"
"F2RL2" "None"
"F2R" "LSECs"
"F2RL1" "Cholan"
"S100Z" "None"
"CRHBP" "CV_LSECs"
"AGGF1" "None"
"ZBED3" "None"
"ZBED3-AS1" "None"
"PDE8B" "None"
"WDR41" "None"
"TBCA" "None"
"AP3B1" "None"
"SCAMP1-AS1" "None"
"SCAMP1" "None"
"LHFPL2" "None"
"ARSB" "None"
"DMGDH" "None"
"BHMT2" "Hep"
"BHMT" "Hep"
"JMY" "None"
"HOMER1" "None"
"PAPD4" "None"
"CMYA5" "None"
"CTC-431G16.2" "None"
"MTX3" "None"
"THBS4" "None"
"SERINC5" "PortHep"
"ZFYVE16" "None"
"CTD-2015H6.3" "None"
"FAM151B" "None"
"ANKRD34B" "None"
"LINC01337" "None"
"DHFR" "gd_T_2"
"CTC-325J23.2" "None"
"MSH3" "None"
"RASGRF2" "None"
"CKMT2-AS1" "None"
"CKMT2" "None"
"ZCCHC9" "None"
"ACOT12" "PortHep"
"SSBP2" "None"
"CTD-2249K22.1" "None"
"ATG10" "None"
"RPS23" "any_B_cell"
"ATP6AP1L" "None"
"RP11-343L5.2" "None"
"TMEM167A" "Mac"
"XRCC4" "None"
"VCAN" "Infl_Mac"
"EDIL3" "None"
"COX7C" "None"
"CTC-242N15.1" "None"
"RASA1" "None"
"CTC-428H11.2" "None"
"CCNH" "any_T_cell"
"TMEM161B" "None"
"TMEM161B-AS1" "None"
"MEF2C" "None"
"MEF2C-AS1" "None"
"CETN3" "None"
"MBLAC2" "None"
"POLR3G" "None"
"LYSMD3" "None"
"ADGRV1" "None"
"RP11-213H15.1" "None"
"LUCAT1" "None"
"ARRDC3" "None"
"ARRDC3-AS1" "None"
"NR2F1-AS1" "None"
"NR2F1" "None"
"FAM172A" "None"
"POU5F2" "None"
"RP11-185E12.2" "None"
"KIAA0825" "None"
"SLF1" "None"
"MCTP1" "None"
"TTC37" "None"
"ARSK" "None"
"GPR150" "None"
"RFESD" "Erythroid"
"SPATA9" "None"
"RHOBTB3" "PortHep"
"GLRX" "None"
"AC008592.4" "None"
"AC008592.8" "None"
"LINC01554" "PortHep"
"ELL2" "PortHep"
"CTD-2337A12.1" "None"
"RP11-254I22.1" "None"
"RP11-254I22.3" "None"
"PCSK1" "None"
"CAST" "None"
"ERAP1" "None"
"CTD-2260A17.1" "None"
"CTD-2260A17.3" "None"
"CTD-2260A17.2" "None"
"ERAP2" "any_T_cell"
"LNPEP" "any_T_cell"
"CTD-2215E18.1" "None"
"RIOK2" "None"
"RGMB" "None"
"RGMB-AS1" "None"
"CHD1" "None"
"CTD-2007H13.3" "None"
"CTD-2001C12.1" "None"
"FAM174A" "None"
"ST8SIA4" "None"
"SLCO4C1" "PortHep"
"PAM" "None"
"GIN1" "None"
"PPIP5K2" "None"
"C5orf30" "None"
"NUDT12" "None"
"EFNA5" "None"
"FBXL17" "None"
"LINC01023" "None"
"FER" "None"
"CTD-2587M2.1" "None"
"PJA2" "None"
"CTC-332L22.1" "None"
"MAN2A1" "PortHep"
"TMEM232" "None"
"SLC25A46" "None"
"TSLP" "None"
"WDR36" "None"
"CAMK4" "any_T_cell"
"STARD4" "PortHep"
"STARD4-AS1" "None"
"NREP" "None"
"EPB41L4A" "None"
"EPB41L4A-AS1" "None"
"EPB41L4A-AS2" "None"
"APC" "None"
"CTC-487M23.8" "None"
"SRP19" "None"
"REEP5" "Hep"
"ZRSR1" "None"
"CTC-487M23.5" "None"
"DCP2" "any_T_cell"
"MCC" "PortHep"
"YTHDC2" "None"
"KCNN2" "None"
"TRIM36" "None"
"PGGT1B" "None"
"CTC-428G20.6" "None"
"CCDC112" "None"
"FEM1C" "None"
"TMED7-TICAM2" "None"
"TICAM2" "None"
"AC010226.4" "None"
"TMED7" "PortHep"
"CTC-505O3.3" "None"
"CTC-505O3.2" "None"
"CDO1" "PortHep"
"ATG12" "any_T_cell"
"AP3S1" "None"
"ARL14EPL" "None"
"CTD-2287O16.4" "None"
"CTD-2287O16.5" "None"
"COMMD10" "None"
"SEMA6A" "CV_LSECs"
"SEMA6A-AS1" "None"
"LINC00992" "None"
"DTWD2" "None"
"CTB-161M19.4" "None"
"DMXL1" "None"
"TNFAIP8" "any_B_cell"
"HSD17B4" "Hep"
"PRR16" "None"
"SRFBP1" "None"
"LOX" "Stellate"
"SNCAIP" "PeriLSECs"
"MGC32805" "None"
"SNX2" "None"
"SNX24" "NonInfl_Mac"
"PPIC" "Stellate"
"PRDM6" "None"
"CEP120" "None"
"CSNK1G3" "None"
"ZNF608" "None"
"GRAMD3" "None"
"RP11-517I3.1" "None"
"ALDH7A1" "None"
"PHAX" "None"
"LMNB1" "gd_T_2"
"MARCH3" "None"
"C5orf63" "None"
"MEGF10" "None"
"PRRC1" "None"
"LINC01184" "None"
"SLC12A2" "Cholan"
"FBN2" "None"
"ISOC1" "PortHep"
"KIAA1024L" "None"
"CHSY3" "None"
"HINT1" "Hep"
"LYRM7" "None"
"CDC42SE2" "any_T_cell"
"RAPGEF6" "None"
"FNIP1" "any_T_cell"
"ACSL6" "Erythroid"
"CSF2" "None"
"P4HA2" "Stellate"
"PDLIM4" "None"
"SLC22A4" "Erythroid"
"SLC22A5" "None"
"C5orf56" "any_T_cell"
"AC116366.5" "None"
"AC116366.6" "None"
"IRF1" "None"
"RP11-89G4.1" "None"
"RAD50" "None"
"IL13" "None"
"KIF3A" "None"
"CCNI2" "None"
"SEPT8" "Stellate"
"SOWAHA" "None"
"AC004775.5" "None"
"SHROOM1" "None"
"GDF9" "None"
"UQCRQ" "CentralHep"
"LEAP2" "Hep"
"AFF4" "None"
"CTC-350I8.1" "None"
"ZCCHC10" "None"
"HSPA4" "None"
"C5orf15" "None"
"VDAC1" "None"
"CTB-113I20.2" "None"
"TCF7" "None"
"SKP1" "None"
"PPP2CA" "None"
"CTD-2410N18.3" "None"
"CDKL3" "None"
"UBE2B" "None"
"RP11-215P8.3" "None"
"CDKN2AIPNL" "None"
"RP11-215P8.4" "None"
"AC005355.2" "None"
"JADE2" "None"
"SAR1B" "Hep"
"SEC24A" "None"
"CAMLG" "None"
"DDX46" "None"
"C5orf24" "None"
"TXNDC15" "None"
"PCBD2" "gd_T_2"
"CATSPER3" "None"
"PITX1" "None"
"C5orf66" "None"
"H2AFY" "None"
"CTC-203F4.2" "None"
"CXCL14" "Stellate"
"SLC25A48" "None"
"LECT2" "None"
"TGFBI" "None"
"SMAD5-AS1" "None"
"SMAD5" "None"
"SPOCK1" "None"
"KLHL3" "None"
"HNRNPA0" "any_T_cell"
"RP11-381K20.2" "None"
"MYOT" "None"
"PKD2L2" "None"
"FAM13B" "None"
"RP11-325L7.1" "None"
"NME5" "None"
"BRD8" "None"
"KIF20A" "gd_T_2"
"CDC23" "None"
"CDC25C" "gd_T_2"
"FAM53C" "None"
"RP11-256P1.1" "None"
"KDM3B" "None"
"REEP2" "None"
"EGR1" "None"
"ETF1" "None"
"HSPA9" "PortHep"
"CTNNA1" "None"
"AC034243.1" "None"
"LRRTM2" "None"
"SIL1" "PortHep"
"CTB-46B19.2" "None"
"PAIP2" "None"
"CTB-43P18.1" "None"
"SLC23A1" "None"
"MZB1" "Anti_B"
"PROB1" "None"
"SPATA24" "None"
"DNAJC18" "None"
"TMEM173" "None"
"UBE2D2" "any_T_cell"
"CXXC5" "None"
"NRG2" "None"
"LINC01024" "None"
"PURA" "Portal_Endo"
"IGIP" "None"
"CYSTM1" "Cholan"
"PFDN1" "None"
"HBEGF" "None"
"CTC-329D1.2" "None"
"ANKHD1" "None"
"ANKHD1-EIF4EBP3" "None"
"SRA1" "None"
"EIF4EBP3" "None"
"APBB3" "None"
"SLC35A4" "None"
"CD14" "LSECs"
"NDUFA2" "CentralHep"
"TMCO6" "None"
"IK" "None"
"WDR55" "None"
"DND1" "None"
"HARS" "None"
"HARS2" "None"
"ZMAT2" "None"
"PCDHA1" "None"
"PCDHA9" "None"
"PCDHA10" "None"
"PCDHA12" "None"
"PCDHAC2" "None"
"PCDHB3" "None"
"PCDHB4" "None"
"PCDHB5" "None"
"PCDHB7" "None"
"PCDHB16" "None"
"PCDHB10" "None"
"PCDHB9" "None"
"PCDHB12" "None"
"PCDHB13" "None"
"PCDHB14" "None"
"PCDHB15" "None"
"TAF7" "None"
"PCDHGA2" "None"
"PCDHGA5" "None"
"PCDHGA6" "None"
"PCDHGA8" "None"
"PCDHGA9" "None"
"PCDHGB6" "None"
"PCDHGA10" "None"
"PCDHGB7" "None"
"PCDHGA11" "None"
"PCDHGA12" "None"
"PCDHGC3" "None"
"DIAPH1" "PortHep"
"HDAC3" "None"
"RELL2" "None"
"FCHSD1" "None"
"ARAP3" "None"
"PCDH1" "None"
"KIAA0141" "None"
"PCDH12" "CV_LSECs"
"AC005740.6" "None"
"RNF14" "None"
"GNPDA1" "NonInfl_Mac"
"NDFIP1" "None"
"SPRY4" "CV_LSECs"
"SPRY4-IT1" "None"
"FGF1" "None"
"ARHGAP26" "None"
"NR3C1" "Hep"
"YIPF5" "None"
"KCTD16" "None"
"PRELID2" "None"
"SH3RF2" "None"
"PLAC8L1" "None"
"LARS" "None"
"RP11-449H3.3" "None"
"RBM27" "None"
"TCERG1" "None"
"PPP2R2B" "None"
"DPYSL3" "None"
"JAKMIP2" "None"
"SPINK1" "PortaHep1"
"C5orf46" "None"
"SPINK5" "None"
"SPINK6" "None"
"RP11-373N22.3" "None"
"SPINK9" "None"
"FBXO38" "None"
"CTD-2283N19.1" "None"
"ADRB2" "None"
"SH3TC2" "None"
"CTC-529P8.1" "None"
"ABLIM3" "PortHep"
"AFAP1L1" "None"
"GRPEL2" "None"
"PCYOX1L" "None"
"IL17B" "None"
"CARMN" "Stellate"
"RP11-394O4.5" "None"
"CSNK1A1" "LSECs"
"ARHGEF37" "None"
"PPARGC1B" "None"
"PDE6A" "None"
"SLC26A2" "None"
"TIGD6" "None"
"HMGXB3" "None"
"CSF1R" "Mac"
"PDGFRB" "Stellate"
"TCOF1" "None"
"CD74" "None"
"RPS14" "None"
"CTC-367J11.1" "None"
"NDST1" "PortHep"
"SYNPO" "PeriLSECs"
"MYOZ3" "None"
"RBM22" "None"
"DCTN4" "None"
"SMIM3" "None"
"IRGM" "None"
"ZNF300" "None"
"GPX3" "None"
"TNIP1" "None"
"ANXA6" "None"
